Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.09,0.005,0.01,0.00225877,0.01467238,15,7.625,6.458333333,5.895833333,5.35,4.941666667,4.541666667,4.339285714,4.013888889,3.686111111,3.388636364,3.142045455,2.931089744,2.739010989,2.570238095,2.425,2.302389706,2.194444444,2.089912281,2.003947368,1.932738095,0.167464471
0.09,0.005,0.03,0.005038911,0.013859614,12,7.875,7.083333333,6.333333333,5.7375,5.141666667,4.857142857,4.477678571,4.097222222,3.738888889,3.447727273,3.191287879,2.961538462,2.763736264,2.594047619,2.444791667,2.323529412,2.202614379,2.10745614,2.025657895,1.950595238,0.134296165
0.1,0.001,0.01,0.000707107,0.003702982,7,4.25,3.416666667,3.416666667,2.925,2.725,2.404761905,2.258928571,2.09375,1.922222222,1.786363636,1.640151515,1.544871795,1.438186813,1.351190476,1.275,1.188419118,1.134803922,1.073099415,1.021710526,0.973214286,0.149444895
0.1,0.001,0.03,0.006454771,0.007800801,6,1.75,1.833333333,1.645833333,1.625,1.566666667,1.56547619,1.508928571,1.392361111,1.311111111,1.209090909,1.159090909,1.120192308,1.082417582,1.03452381,0.997916667,0.976102941,0.95751634,0.933479532,0.902631579,0.87797619,0.190781143
0.1,0.003,0.01,0.001414214,0.001566368,31,19.125,13.625,10.27083333,8.0875,6.691666667,5.720238095,4.982142857,4.440972222,3.975,3.618181818,3.314393939,3.054487179,2.837912088,2.653571429,2.485416667,2.338235294,2.213235294,2.099415205,1.998026316,1.907738095,0.227207819
0.1,0.003,0.03,0.009123596,0.00736869,13,9.125,7.75,7.25,6.675,5.858333333,5.196428571,4.665178571,4.184027778,3.788888889,3.481818182,3.232954545,3.001602564,2.792582418,2.611904762,2.444791667,2.311580882,2.18872549,2.074561404,1.971052632,1.877380952,0.136151584
0.1,0.005,0.01,0.00559017,0.00653897,31,20.75,15.375,11.41666667,9.05,7.475,6.369047619,5.544642857,4.934027778,4.438888889,4.038636364,3.715909091,3.429487179,3.192307692,2.98452381,2.8,2.647058824,2.512254902,2.390350877,2.2875,2.197619048,0.20868546
0.1,0.005,0.03,0.006009252,0.00462563,22,13.5,12.625,10.33333333,8.675,7.3,6.261904762,5.491071429,4.895833333,4.4,4.009090909,3.681818182,3.429487179,3.188186813,2.989285714,2.814583333,2.660845588,2.525326797,2.407894737,2.300657895,2.205357143,0.17228596
0.11,0.001,0.01,0.01003494,0.01024197,5,1.125,1.416666667,1.333333333,1.2875,1.216666667,1.119047619,1.026785714,0.972222222,0.902777778,0.877272727,0.852272727,0.854166667,0.857142857,0.84047619,0.852083333,0.844669118,0.843954248,0.834064327,0.810526316,0.791666667,0.20277152
0.11,0.001,0.03,0.004415448,0.003605551,5,0.875,0.916666667,0.833333333,0.8625,0.858333333,0.869047619,0.888392857,0.861111111,0.872222222,0.852272727,0.846590909,0.865384615,0.846153846,0.823809524,0.825,0.799632353,0.801470588,0.778508772,0.759868421,0.739880952,0.229619229
