Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.15,0.005,0.01,0.016357815,0.050879214,12,6,4.458333333,3.645833333,3.3375,3.05,2.779761905,2.553571429,2.458333333,2.3,2.186363636,2.100378788,2.056089744,1.993131868,1.970238095,2.002083333,2.039522059,2.045751634,2.031432749,2.030263158,2.008333333,0.184482212
0.05,0.001,0.01,0.003962106,0.056162487,4,2,1.375,0.979166667,0.7875,0.683333333,0.613095238,0.571428571,0.555555556,0.552777778,0.547727273,0.543560606,0.514423077,0.486263736,0.464285714,0.436458333,0.420036765,0.401143791,0.38377193,0.369736842,0.37202381,0.234503853
0.05,0.003,0.01,0.012165525,0.056436116,7,3.125,2.125,1.854166667,1.575,1.416666667,1.345238095,1.267857143,1.201388889,1.127777778,1.061363636,1.026515152,0.982371795,0.93956044,0.920238095,0.9,0.876838235,0.863562092,0.833333333,0.807236842,0.806547619,0.218370156
0.05,0.005,0.01,0.011100669,0.053968488,7,3.125,2.333333333,2,1.85,1.608333333,1.523809524,1.495535714,1.427083333,1.380555556,1.304545455,1.284090909,1.310897436,1.318681319,1.327380952,1.323958333,1.354779412,1.355392157,1.345760234,1.315131579,1.29702381,0.18285694
0.1,0.001,0.01,0.001605158,0.002377892,8,4.125,4,3.666666667,3.3375,2.983333333,2.714285714,2.4375,2.170138889,2.005555556,1.813636364,1.662878788,1.559294872,1.443681319,1.353571429,1.266666667,1.193933824,1.130718954,1.07748538,1.021052632,0.971428571,0.160210424
0.1,0.003,0.01,0.0025,0.005344639,19,13.75,12.08333333,9.833333333,8.0375,6.691666667,5.69047619,4.982142857,4.427083333,3.980555556,3.604545455,3.308712121,3.043269231,2.832417582,2.654761905,2.49375,2.339154412,2.205882353,2.093567251,1.988815789,1.898214286,0.162477621
0.1,0.005,0.01,0.0025,0.000331952,28,19.25,14.58333333,11.10416667,8.875,7.391666667,6.30952381,5.504464286,4.899305556,4.411111111,4.018181818,3.696969697,3.403846154,3.181318681,2.975,2.797916667,2.639705882,2.506535948,2.38377193,2.296710526,2.194642857,0.196597223
0.15,0.001,0.01,0.00699541,0.069807672,4,0.25,0.333333333,0.333333333,0.225,0.241666667,0.202380952,0.21875,0.208333333,0.186111111,0.202272727,0.196969697,0.197115385,0.215659341,0.211904762,0.226041667,0.227941176,0.22630719,0.230994152,0.227631579,0.22797619,0.46567278
0.15,0.003,0.01,0.003914326,0.055212989,8,4.125,3.416666667,3.020833333,2.55,2.183333333,1.952380952,1.8125,1.697916667,1.586111111,1.511363636,1.433712121,1.389423077,1.348901099,1.321428571,1.301041667,1.308823529,1.294934641,1.285087719,1.2625,1.242261905,0.177603253
0.15,0.005,0.01,0.010593499,0.050339232,11,4.375,3.875,3.208333333,2.9375,2.683333333,2.547619048,2.455357143,2.354166667,2.258333333,2.188636364,2.140151515,2.126602564,2.14010989,2.110714286,2.085416667,2.071691176,2.087418301,2.076754386,2.05,1.996428571,0.181014637
