lower_seed_won,seed_diff,season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_pts,win_CONF,win_YEAR,win_G,win_W,win_ADJOE,win_ADJDE,win_BARTHAG,win_EFG_O,win_EFG_D,win_TOR,win_TORD,win_ORB,win_DRB,win_FTR,win_FTRD,win_2P_O,win_2P_D,win_3P_O,win_3P_D,win_ADJ_T,win_WAB,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_pts,num_ot,academic_year,key
1,15,2016,64,16877,3/17/16,Thursday,1,Y,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,105,B12,2016,37,32,120.9,90.4,0.9662,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,16,Y,Austin Peay,Governors,PEAY,a0fdb660-a822-4337-b01d-31c4d2c99c8a,Austin Peay,43,79,0,2015,Austin Peay.2016
1,8,2016,32,16879,3/19/16,Saturday,1,Y,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,73,B12,2016,37,32,120.9,90.4,0.9662,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,9,Y,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,61,0,2015,UConn.2016
1,4,2016,16,16884,3/24/16,Thursday,1,Y,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,79,B12,2016,37,32,120.9,90.4,0.9662,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,5,Y,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,63,0,2015,Maryland.2016
0,11,2016,64,16878,3/18/16,Friday,14,W,Stephen F. Austin,Lumberjacks,SFA,5ef64f01-86ae-4553-9834-c79cc0859eaf,SFA,676,70,Slnd,2016,30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,3,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,56,0,2015,West Virginia.2016
1,13,2016,64,16878,3/18/16,Friday,2,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,71,BE,2016,34,28,117,94.3,0.9229,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,15,W,Weber State,Wildcats,WEB,4743cb7c-784a-4b95-a380-5471f92f2217,Weber St.,758,53,0,2015,Weber St..2016
0,3,2016,64,16878,3/18/16,Friday,10,X,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,70,ACC,2016,37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,7,X,Dayton,Flyers,DAY,632616c5-2dbb-4017-a449-c9dfc303f026,Dayton,175,51,0,2015,Dayton.2016
1,5,2016,32,16880,3/20/16,Sunday,10,X,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,75,ACC,2016,37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,15,X,Middle Tennessee,Blue Raiders,MTU,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Middle Tenn.,419,50,0,2015,Middle Tenn..2016
1,1,2016,16,16885,3/25/16,Friday,10,X,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,63,ACC,2016,37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,11,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,60,0,2015,Gonzaga.2016
0,9,2016,8,16887,3/27/16,Sunday,10,X,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,68,ACC,2016,37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,1,X,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,62,0,2015,Virginia.2016
0,5,2016,64,16878,3/18/16,Friday,11,Z,Northern Iowa,Panthers,UNI,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,504,75,MVC,2016,35,22,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,6,Z,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,72,0,2015,Texas.2016
0,3,2016,64,16878,3/18/16,Friday,10,Z,Virginia Commonwealth,Rams,VCU,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,VCU,740,75,A10,2016,36,25,112.1,94.2,0.8811,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,7,Z,Oregon State,Beavers,ORST,532d3874-b4b3-4c5c-acc6-749a6db26c8f,Oregon St.,528,67,0,2015,Oregon St..2016
0,0,2016,68,16875,3/15/16,Tuesday,11,Y,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,70,MVC,2016,34,25,110.3,87.8,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,11,Y,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,50,0,2015,Vanderbilt.2016
0,5,2016,64,16877,3/17/16,Thursday,11,Y,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,65,MVC,2016,34,25,110.3,87.8,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,6,Y,Arizona,Wildcats,ARIZ,9b166a3f-e64b-4825-bb6b-92c6f0418263,Arizona,29,55,0,2015,Arizona.2016
1,13,2016,64,16878,3/18/16,Friday,2,Z,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,82,B12,2016,37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,70.8,8,15,Z,Cal State Bakersfield,Roadrunners,CSB,2da57857-b038-4ad3-8199-e3fb339f57d2,CSU Bakersfield,94,68,0,2015,CSU Bakersfield.2016
1,8,2016,32,16880,3/20/16,Sunday,2,Z,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,85,B12,2016,37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,70.8,8,10,Z,Virginia Commonwealth,Rams,VCU,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,VCU,740,81,0,2015,VCU.2016
1,1,2016,16,16884,3/24/16,Thursday,2,Z,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,77,B12,2016,37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,70.8,8,3,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,63,0,2015,Texas A&M.2016
0,1,2016,8,16886,3/26/16,Saturday,2,Z,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,80,B12,2016,37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,70.8,8,1,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,68,0,2015,Oregon.2016
1,15,2016,64,16877,3/17/16,Thursday,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,83,ACC,2016,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,16,W,Florida Gulf Coast,Eagles,FGCU,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,28755,67,0,2015,FGCU.2016
1,8,2016,32,16879,3/19/16,Saturday,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,85,ACC,2016,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,9,W,Providence,Friars,PROV,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,Providence,556,66,0,2015,Providence.2016
1,4,2016,16,16885,3/25/16,Friday,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,101,ACC,2016,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,5,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,86,0,2015,Indiana.2016
1,5,2016,8,16887,3/27/16,Sunday,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,88,ACC,2016,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,6,W,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,74,0,2015,Notre Dame.2016
1,9,2016,4,16893,4/2/16,Saturday,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,83,ACC,2016,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,10,X,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,66,0,2015,Syracuse.2016
1,7,2016,64,16878,3/18/16,Friday,5,Y,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,79,B10,2016,35,26,114.9,96.3,0.8839,55.2,46.5,18.9,16.4,29.1,29.9,37,27,55.8,45.5,36.2,32.1,67.9,4,12,Y,South Dakota State,Jackrabbits,SDST,6ef40534-5fad-4755-84de-7dcbd645d1f0,South Dakota St.,649,74,0,2015,South Dakota St..2016
1,8,2016,32,16880,3/20/16,Sunday,5,Y,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,73,B10,2016,35,26,114.9,96.3,0.8839,55.2,46.5,18.9,16.4,29.1,29.9,37,27,55.8,45.5,36.2,32.1,67.9,4,13,Y,Hawaii,Warriors,HAW,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,Hawaii,277,60,0,2015,Hawaii.2016
0,7,2016,64,16877,3/17/16,Thursday,12,X,Arkansas-Little Rock,Trojans,UALR,0dadedb0-2bd3-45e7-91a3-93af6c4e87f2,Little Rock,32,85,SB,2016,33,28,107.6,96.7,0.7732,51.9,45.9,15.6,21,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,5,X,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,83,2,2015,Purdue.2016
1,11,2016,64,16877,3/17/16,Thursday,3,X,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,80,P12,2016,35,26,115.8,97.3,0.8807,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,66.9,5.6,14,X,Fresno State,Bulldogs,FRES,dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f,Fresno St.,96,69,0,2015,Fresno St..2016
0,9,2016,64,16878,3/18/16,Friday,13,Y,Hawaii,Warriors,HAW,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,Hawaii,277,77,BW,2016,32,26,106.9,95,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30,71.4,0.8,4,Y,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,66,0,2015,California.2016
1,9,2016,64,16877,3/17/16,Thursday,4,W,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,85,SEC,2016,36,27,123.2,95.1,0.9517,53.5,44.5,16.2,18,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5,13,W,Stony Brook,Seawolves,STON,23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6,Stony Brook,683,57,0,2015,Stony Brook.2016
1,13,2016,64,16878,3/18/16,Friday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,86,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,15,Y,UNC Asheville,Bulldogs,UNCA,ad9fce12-6b1a-400c-bcbe-29d84d065fc0,UNC Asheville,456,56,0,2015,UNC Asheville.2016
1,5,2016,32,16880,3/20/16,Sunday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,87,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,7,Y,Iowa,Hawkeyes,IOWA,c10544de-e3bd-4776-ba2e-83df8c017fd1,Iowa,312,68,0,2015,Iowa.2016
1,1,2016,16,16884,3/24/16,Thursday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,92,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,3,Y,Miami (FL),Hurricanes,MIA,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Miami (FL),415,69,0,2015,Miami (FL).2016
0,1,2016,8,16886,3/26/16,Saturday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,64,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,1,Y,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,59,0,2015,Kansas.2016
0,0,2016,4,16893,4/2/16,Saturday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,95,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,2,Z,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,51,0,2015,Oklahoma.2016
0,1,2016,2,16895,4/4/16,Monday,2,Y,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,77,BE,2016,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,1,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,74,0,2015,North Carolina.2016
0,0,2016,68,16876,3/16/16,Wednesday,11,W,Michigan,Wolverines,MICH,bdc2561d-f603-4fab-a262-f1d2af462277,Michigan,418,67,B10,2016,35,22,113.4,99.4,0.82,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,52.6,51.1,38,34.7,66.3,0.8,11,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,62,0,2015,Tulsa.2016
0,0,2017,68,17240,3/15/17,Wednesday,16,Y,UC Davis,Aggies,UCD,8aaad1c0-d16e-4b9f-8541-dac670addd71,UC Davis,108,67,BW,2017,34,23,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,16,Y,North Carolina Central,Eagles,NCCU,e4c315a0-e83f-4d14-856e-34a0463059e3,N.C. Central,489,63,0,2016,N.C. Central.2017
1,1,2017,64,17241,3/16/17,Thursday,8,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,84,B10,2017,37,27,114.5,92,0.9255,52.1,47.5,17,19.5,35.9,25.9,32.9,28,51.1,43.1,35.9,37.6,64.4,5.1,9,W,Virginia Tech,Hokies,VT,324ccccc-575b-4b82-acb0-fbb8e68da13b,Virginia Tech,742,74,0,2016,Virginia Tech.2017
0,7,2017,32,17243,3/18/17,Saturday,8,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,65,B10,2017,37,27,114.5,92,0.9255,52.1,47.5,17,19.5,35.9,25.9,32.9,28,51.1,43.1,35.9,37.6,64.4,5.1,1,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,62,0,2016,Villanova.2017
1,5,2017,64,17242,3/17/17,Friday,6,Z,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,75,Amer,2017,36,30,115.2,92.1,0.9292,52,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,11,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,61,0,2016,Kansas St..2017
1,11,2017,64,17242,3/17/17,Friday,3,W,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,91,B12,2017,34,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45,35.3,32.2,65.1,7.9,14,W,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,73,0,2016,New Mexico St..2017
1,8,2017,32,17244,3/19/17,Sunday,3,W,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,82,B12,2017,34,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45,35.3,32.2,65.1,7.9,11,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,78,0,2016,Southern California.2017
1,13,2017,64,17242,3/17/17,Friday,2,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,87,ACC,2017,37,28,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,15,W,Troy,Trojans,TROY,6373b18c-62f6-49bc-bd4c-8959a2466516,Troy,716,65,0,2016,Troy.2017
0,7,2017,64,17241,3/16/17,Thursday,12,Z,Middle Tennessee,Blue Raiders,MTU,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Middle Tenn.,419,81,CUSA,2017,35,31,111.2,96.6,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30,38.2,53.6,47.1,36.9,32.8,65.8,2,5,Z,Minnesota,Golden Gophers,MINN,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,Minnesota,428,72,0,2016,Minnesota.2017
1,9,2017,64,17241,3/16/17,Thursday,4,Y,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,80,B10,2017,35,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,13,Y,Vermont,Catamounts,UVM,18e89867-9201-41ce-ba19-fadddf92fa17,Vermont,738,70,0,2016,Vermont.2017
1,1,2017,32,17243,3/18/17,Saturday,4,Y,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,80,B10,2017,35,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,5,Y,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,76,0,2016,Iowa St..2017
1,11,2017,64,17242,3/17/17,Friday,3,Z,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,97,P12,2017,36,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,14,Z,Kent State,Golden Flashes,KENT,3da4798c-2d58-4dac-b66e-ad145a91b544,Kent St.,331,80,0,2016,Kent St..2017
1,3,2017,32,17244,3/19/17,Sunday,3,Z,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,79,P12,2017,36,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,6,Z,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,67,0,2016,Cincinnati.2017
1,9,2017,64,17241,3/16/17,Thursday,4,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,76,BE,2017,34,25,117.7,96.9,0.9038,54.6,50.8,15,19.6,27.2,27,37.1,37,54.5,51.3,36.6,33.3,67.2,5.5,13,Z,Winthrop,Eagles,WIN,ca441726-0c57-4456-b1e7-fff098484fb5,Winthrop,792,64,0,2016,Winthrop.2017
1,15,2017,64,17241,3/16/17,Thursday,1,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,66,WCC,2017,39,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7,16,X,South Dakota State,Jackrabbits,SDST,6ef40534-5fad-4755-84de-7dcbd645d1f0,South Dakota St.,649,46,0,2016,South Dakota St..2017
1,8,2017,32,17243,3/18/17,Saturday,4,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,74,BE,2017,34,25,117.7,96.9,0.9038,54.6,50.8,15,19.6,27.2,27,37.1,37,54.5,51.3,36.6,33.3,67.2,5.5,12,Z,Middle Tennessee,Blue Raiders,MTU,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Middle Tenn.,419,65,0,2016,Middle Tenn..2017
1,7,2017,32,17243,3/18/17,Saturday,1,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,79,WCC,2017,39,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7,8,X,Northwestern,Wildcats,NW,4b7dedc0-7b48-49a4-aad6-8a94a33274d2,Northwestern,509,73,0,2016,Northwestern.2017
1,3,2017,16,17248,3/23/17,Thursday,1,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,61,WCC,2017,39,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7,4,X,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,58,0,2016,West Virginia.2017
1,10,2017,8,17250,3/25/17,Saturday,1,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,83,WCC,2017,39,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7,11,X,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,59,0,2016,Xavier.2017
1,6,2017,4,17257,4/1/17,Saturday,1,X,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,77,WCC,2017,39,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7,7,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,73,0,2016,South Carolina.2017
1,13,2017,64,17242,3/17/17,Friday,2,Y,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,78,ACC,2017,34,25,117.6,91.5,0.9469,51.4,45.7,16,19.6,36.7,28.5,34,38.8,50.5,44.8,35.5,31.6,69.4,6.9,15,Y,Jacksonville State,Gamecocks,JVST,13358462-e05b-4449-8688-90c4622cdde8,Jacksonville St.,315,63,0,2016,Jacksonville St..2017
1,7,2017,64,17241,3/16/17,Thursday,5,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,76,ACC,2017,34,23,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,60.3,5,12,W,North Carolina-Wilmington,Seahawks,UNCW,c54279f9-3028-4663-893a-7d22482f8098,UNCW,460,71,0,2016,UNCW.2017
1,7,2017,64,17241,3/16/17,Thursday,5,Y,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,84,B12,2017,35,24,120,96.2,0.9265,55,49,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40,34.6,69.6,6.5,12,Y,Nevada,Wolf Pack,NEV,62a73b4a-e281-4483-a1f8-f1160a18e456,Nevada,466,73,0,2016,Nevada.2017
1,11,2017,64,17242,3/17/17,Friday,3,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,93,P12,2017,38,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38,31.2,68.4,6,14,Y,Iona,Gaels,IONA,255c2a87-40c0-4989-bbb9-d286aac5d28e,Iona,310,77,0,2016,Iona.2017
1,8,2017,32,17244,3/19/17,Sunday,3,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,75,P12,2017,38,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38,31.2,68.4,6,11,Y,Rhode Island,Rams,URI,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Rhode Island,572,72,0,2016,Rhode Island.2017
